Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,O2
-7.630572096947675576e+00,-1.396098984657797137e+00,-1.383498913069118075e+01,-6.529933973012879811e+00,4.883659116114078991e+00,1.752134494900686690e+01,-1.253492551893521956e+01,3.416569110860863123e+00,7.265834806875655083e-01,1.124197049811954052e+01,1.194841380628038507e+01,1.626664849048350447e+01,-2.232472415498649720e+00,-1.459211607690261125e+01,1.641983840593640220e+00,-4.488231546655995885e+01,1.469185271300465523e+01,-4.262798399941033978e+01,-2.342399514900478508e+01
-1.112411471983418032e+01,3.347449068927925708e+00,-4.618513809337117415e+00,6.780888742909135125e+00,4.549218898004083300e+00,1.211463402722437799e+00,-1.960071884465468273e+01,1.735512875779337705e+01,6.450286607672239825e+00,-5.758002658733242463e+00,2.130476931653040751e+00,-3.128108961947696720e+00,-4.935774304581251881e-01,-2.273963556573428946e+01,1.816066513626263657e+01,-3.224258731932761890e+01,4.195191950698120564e+00,-1.942792676669209939e+01,-2.758259213561133194e+01
1.191142953088865220e+01,6.762254464025941658e+00,2.014141590307422192e+01,9.880431911327603345e+00,-3.372845872609783413e+00,-1.218389457448698288e+01,2.826143464054546417e+00,-4.031434726227362653e+00,2.011790132947016829e+01,-6.470803912156277704e+00,-5.650521359405723310e+00,-9.724732700264883789e+00,-2.560301883321804084e+00,-7.618939846472754240e+00,1.158743084875620788e+01,-3.351349309443716606e+01,-3.622967965066475227e+00,-2.184589982465458036e+01,-2.213675890638514687e+01
2.627492251471385210e+00,-1.980331984389014144e+00,1.708000020317874956e-01,4.148008736459948054e+00,8.202563633840036061e+00,-2.127673436256083406e+00,-2.806428505748897351e+00,-2.320717335373045920e+00,-1.648329395605238959e-02,3.750418321665790256e+00,-7.363717007765219869e+00,-5.008269234282002991e+00,1.304804189162955197e+01,-1.384017546834847856e+01,1.471897265794722465e+01,-1.833193005669588516e+01,8.792743978384246262e+00,-1.039481629424464515e+01,-1.328752798991590822e+01
4.801434033916108568e+00,-2.192539841204418494e+01,-6.171841167518129723e+00,1.808967568765334732e+01,-1.332406720550684120e+01,2.114009405304359823e-01,-2.151808335953471207e+00,-1.866759838826851237e+01,5.785354354499619767e+00,1.249974754124487397e+01,4.406138659455453244e+00,-1.244192322082874647e+01,-1.459267144696454110e+01,-1.962222903759520776e+01,-1.425384321583675629e+01,-5.028944116278941223e+00,1.248837451387002773e+01,-1.001864094132768557e+01,-8.857333403204247446e+00
-1.744585986974192693e+01,-1.541661344582625759e+01,-6.854022583572970007e+00,3.174559348719892871e+00,-1.386774287649292781e+00,-9.086740636842554508e+00,7.458321552974911839e+00,-5.758049084650988192e+00,3.855975166779492369e+00,2.282407341763897080e+01,-3.134146540878794518e+00,8.497605979527412146e+00,-8.025197496646157447e+00,-4.065311566545358524e+00,-1.096067827776511550e+01,-9.629755243226199468e+00,-3.212956697994102662e+00,-8.350403563163594001e+00,-7.665514181362877544e+00
9.274384815581807828e+00,2.052019623763294121e+01,-1.322722325005791433e+01,-1.976103683509807496e+01,5.398835383246735731e+00,1.517098747128268776e+01,-1.938681735591325506e+01,-2.042027277883196490e+01,-8.267105201602591436e-01,-7.404423079251754025e+00,-1.053206416812133206e+01,5.505043176190186571e+00,2.261847988629637651e+00,-2.169796717680839926e+00,-4.843358622134056546e+00,7.327323916525811942e-01,-8.431992827682320168e+00,4.075112055994912552e+00,2.322825017614336129e+00
4.544203382143630066e+00,-1.092535983772115671e+01,8.745760296803901213e+00,9.699568744735898029e-01,1.408214861262555750e+01,-3.099377909567976097e+00,6.030269204645497538e-01,-1.341723302994349609e+01,1.241749041412661647e+01,6.476223033371678817e+00,-9.297012691367823933e+00,-3.004627299771817306e+00,-1.167353833916705241e+01,-4.088867187324421337e+00,1.485030059083259246e+01,1.799184503755314068e+01,-1.057806626296344454e+01,1.971086729858562947e+01,2.623376468288862995e+01
-1.110430684414478186e+01,1.427049458239208590e+01,-9.206874471908450541e-01,-5.709836240975095123e+00,-4.779381774875889555e+00,-6.446686271472819030e+00,6.625780051699323714e+00,6.301231167891814700e+00,4.284171733070935240e+00,-4.803126450558763416e+00,1.762968368378954409e+01,7.678499734388780418e+00,-7.621622055543936014e+00,2.384212746922417736e+01,6.987789141629494161e+00,3.380768337731064666e+00,-9.127280757695258373e+00,3.615830459480744707e+01,-4.199932260905461234e-01
-4.715248074499490016e+00,-9.340867374175955362e+00,2.099829509762432522e+01,1.383811748855609380e+01,9.665810523369827933e+00,1.815411177274202759e+00,-1.826476885875691902e+00,-1.687074820614136428e+01,9.886404017755401341e+00,-1.128990629664611234e+01,-1.267813548648604627e+00,5.979358311869676257e+00,8.598605215508916544e+00,2.012022823252577908e+01,-1.781932365376714245e+01,1.814706505528938152e+01,1.948212525027776643e+00,3.129399555389069576e+01,2.710727904657950660e+01
2.637172043565195967e+00,-1.824559097278675601e+00,6.282093964264504393e+00,9.646240642150269551e+00,-1.971785976974909316e+00,-9.062073631610589430e+00,-1.416150739887261700e+01,-1.588192796429449594e+01,-2.931100992683865591e+00,-2.338474313018633399e+00,1.101213748121329949e+01,-2.762755114015943647e+00,-8.426933383598571581e+00,2.121698941006076566e+01,-2.752800487637854676e+00,3.340170081465645779e+01,9.531281413334127706e+00,2.989192067595679703e+01,2.347815800804449182e+01
5.246679835624362687e-01,6.252082595999040926e+00,8.299363160572703180e+00,-1.589690776460610344e+01,9.870589363405649408e+00,9.663468114361986494e+00,-6.608301690382683447e+00,-1.757806364428605761e+01,-5.406815026017779857e+00,-2.307366798948353281e+00,-1.765204201445772370e+01,2.436355584930554929e+00,8.181993456283091604e+00,4.164441373672951130e+01,-6.682662231620493110e+00,4.025045543638641732e+01,-1.359680982415713224e+01,3.306884911885350675e+01,2.150937631601291855e+01
-2.921711858035550335e+00,-8.201944465808738371e+00,-2.421048307426779900e+00,1.350318063587542028e+01,-8.013521057367549716e+00,7.653524558276451728e+00,-4.514645651100274826e+00,7.763683806166385537e+00,-3.431777366764347637e+00,8.642316889248840006e-01,1.182690307205898606e+01,-2.382629585660131166e+00,-1.344487778811111944e+01,2.658793190404763962e+01,-1.337334714841025951e+00,3.659055948963413130e+01,7.774543234240582912e+00,2.333842104731404277e+01,2.439610183358628248e+01
-1.034882680659608534e+00,1.592215135759054156e+01,-1.091030338173488090e+01,9.393677687987464608e+00,7.259715713431093675e+00,1.306245259958447535e+00,-1.578978586953350138e+01,1.638902848276813273e+01,2.989593572717886172e+00,4.187156940148013540e+00,7.783892401841325359e+00,-6.604260283509294283e+00,2.054894330824761184e+01,3.654558943776688551e+01,2.273194680506037457e+01,1.585597139022293511e+01,8.864747735692844799e+00,2.346790966414591395e+01,1.024460993141357612e+01
-2.519773782068853940e+00,7.572835806841098361e-01,-8.735809803291802567e+00,-3.244621291008274788e+00,-9.533777097300156766e-01,5.915529711041439320e+00,3.713742504203881190e+00,-7.473388819250779136e-01,1.117691286774292614e+01,2.325735266917515531e+00,8.911592893964058959e+00,-2.554188366252880726e+01,6.798463029453383655e+00,1.145736487870167508e+01,-1.908422099319214027e+00,1.416300335600955052e+01,1.727265332496430972e+01,2.911454546585802916e+01,9.238482292214321490e+00
1.525625121024685837e+00,4.608508462996699251e+00,-1.369246943889081791e+01,-7.844189436572595042e-01,-1.185101186061057277e+01,-4.996706259150052176e+00,3.203227183015500829e-02,9.428848263128040585e+00,2.096701147131026133e+01,1.215057357990593800e+01,-1.598278976198830037e+01,-2.886660877006359538e+00,7.032027231967180825e+00,1.060094224899619419e+01,-3.960964645863707112e+00,2.529187414899589825e+01,-3.910133892178778936e+00,1.928533825917121192e+00,1.761970712141469164e+01
1.471491972993157127e+01,-2.676070080191258249e+00,9.103947198180909695e+00,1.392177041136520721e+01,-1.532976137751872470e+00,-1.502719604099650041e+01,-6.429304811178910839e+00,-1.164066027775309564e+01,1.749876444759542959e+00,1.878235203775961182e+01,3.201037353620354575e-01,-1.617789517313963643e-01,-3.875994775781091306e+00,1.387533679913121887e+01,-1.174475640645703045e+01,2.279901078817861659e+01,1.609860078912126014e+01,1.792955785686262260e+01,3.277373749310218187e+01
-2.566658440931297491e+01,6.587202870170908220e+00,-3.849151872458864254e+00,-1.971511915774953394e+01,1.321711221020076721e+01,-3.256077040146802659e+00,9.855239192730552489e+00,1.229892870975907293e+01,1.863286194582969912e+01,1.545644680934017412e-01,-8.183404480905231537e+00,-1.404114779626060994e+01,1.062757999376664764e-01,9.372880914720598255e+00,8.405785495726412648e+00,1.670122723354113603e+01,2.012630491015996892e+00,6.983030783274055686e+00,-3.102164020085482754e-01
-2.368502645096842496e+00,1.578792739849862592e+01,9.525005395920663531e+00,4.453980050396956436e+00,-1.019204919649232188e+01,-5.015150438137406574e+00,-5.219841041686798633e+00,-7.156828384728890491e+00,6.262131039160817814e+00,-4.922310322169780150e+00,-1.170861182897503205e+01,8.299756920929979742e+00,2.697646400614656415e+01,5.414415093372359600e+00,-1.226857418443197290e+00,-1.813480839762049257e+01,-3.297945830847147430e+00,9.493584430830913357e-02,1.112808568774645623e+00
1.765124213724469815e+00,-1.312859376232143660e+00,1.359144023075635754e+00,1.093409635125033219e+01,-1.484317437877202472e+01,-2.036535830578685591e+01,1.479904705404679000e+01,6.675788148802897837e+00,-6.684026115749621688e+00,-1.994168526962416532e+00,-1.880410715327784388e+01,-2.380207075146171025e+00,-1.092958253864187945e+01,6.350511759155347491e+00,-8.568523940882618817e+00,-2.037435017721182007e+01,-7.824142846375035099e+00,-1.447502572710471647e+01,5.297742715663559920e+00
2.959939896870995124e+00,1.729712790749236362e+01,-2.928183557704459705e+00,-8.871303071203463508e-01,3.987425232654315366e+00,-1.057852573270047358e+01,-2.689284431286192323e+00,-2.722274197433063314e-01,1.189026848399854064e+00,-2.304496469631595268e+00,-1.076846450784379527e+01,4.057583005551043343e+00,-5.646155826803171074e+00,2.661604467836394150e+01,6.514576074943493111e+00,1.831289635448613673e+00,-1.388487970409228556e+00,-7.646177064849494442e+00,-2.077577545897739597e+01
-3.719145813212898943e+00,-6.115958083791178446e+00,-1.169602834968550020e+01,6.479098131417899253e+00,-1.677798102278387304e+01,-1.230374938477588387e+01,-9.545415160307522129e+00,-1.917969437241061570e+01,7.692699819274924522e+00,-5.914180238026988334e+00,-1.149981171654349765e+01,2.581497243428523269e+00,-3.313966997928568858e+00,-3.102953556489483233e+01,-3.622401651655850596e+00,-1.236406065790212061e+01,-1.040187762730316834e+01,-2.201992550801466919e+01,-2.060932982874637176e+01
-1.756721782478582838e+01,7.640960393517100435e+00,3.016327329626777409e+00,1.031545365578234952e+00,1.563354960897641632e+01,-1.053795298180868656e+01,-9.243534175574634304e+00,-8.851592912472325381e+00,8.466239418028466801e+00,-1.498760553146587249e+01,7.856866649830913651e+00,-1.273732268707250093e+00,1.717612743106813111e+00,-2.545100041349260422e+01,-2.086642403114021604e+00,-1.797019117186664872e+01,-2.907672575703919460e+00,-1.729849025209402313e+01,-2.029358053415492691e+01
3.279954837141096480e+00,4.891143362430499408e+00,-2.186330164467950254e+00,-7.840392697119179743e+00,1.538160364897805010e+01,1.333309591165780361e+01,9.108090303754119432e-01,1.710957142298717759e+00,-4.796166495046687572e+00,-1.347674774673050280e+01,-6.068981530754641085e+00,-5.933048321419025051e+00,6.879761361139091314e+00,-1.859960099619710405e+01,-1.024435861290119476e+01,-2.708299779341736624e+01,-6.537293702396061335e+00,-2.186815545205019617e+01,-2.559360279015532669e+01
1.727350214164185260e+01,-1.068582072682369422e+01,9.021839279554212609e+00,-8.090300174142527112e+00,1.038280327716453577e+01,5.119388713806939606e+00,-1.070485309437594701e+01,-1.849648922215434510e+01,-3.560743311289464863e+00,6.837548846795410640e+00,-1.552794947345656595e+00,-7.335151810580832432e+00,4.967887645702773192e+00,-4.998752710201980420e+00,-1.928539922016089747e+01,-3.349406636642174817e+01,-1.802682461890579191e+01,-3.098576234825590348e+01,-1.660575697597902689e+01
-1.533861404916137694e+01,2.138097046373317767e+00,-7.154106758755986561e+00,7.119292673791108861e+00,-1.123198872343019877e-01,9.649725056450547456e+00,1.444009725016061507e+00,2.965551647258219958e+00,-3.351677884626987680e+00,7.498605105028148365e+00,1.201185985495023267e+01,-1.718049486040188611e+01,-1.076864986466740426e+01,-2.724095795725209612e+01,8.083454773757253520e+00,-2.654578539842848173e+01,4.628313152120357543e+00,-1.416523798733247652e+01,-9.733172307947477009e+00
8.638280136981883572e+00,7.365937850372786255e-02,6.161077734970361597e+00,-6.357067255381511295e+00,1.664661667791436273e+01,5.095883497780965499e+00,-4.005194506010005817e+00,-1.416272453462088521e+01,-1.976207808326583937e+00,3.253537682411593135e+00,7.138529216732357741e-01,1.441012472299552449e+01,7.701543749638362968e+00,-2.414827770550251884e+01,4.039864843635138314e+00,-3.187352480532105048e+01,3.658968674808279697e+00,-2.620207604194490258e+01,-3.404829720279374072e+01
-3.285252231228939390e+00,-8.531921762768449824e+00,1.640848416222537409e+01,-1.524580938395759411e+01,1.345447472653821741e+01,1.083010656632535351e+01,-4.234509489879890509e+00,5.406273162563798529e+00,3.053731477669143768e+00,-2.420385155475698102e+00,-7.159596078777517469e+00,3.027230765592786810e+00,7.637221128032810391e+00,-2.556282400505652319e+01,3.038082915655790028e+00,-2.414620921789234487e+01,-3.665479656066719105e+00,-1.625487669712746452e+01,-2.435925613947117085e+01
-6.132434582884730423e-01,3.580024341941264954e+00,2.725559146597196669e+00,1.223986917214993086e+00,-5.327188464388023625e+00,2.692832426681006086e-01,-4.163045263065438539e-01,-1.360598100728918958e+01,1.888070587479737839e+01,-5.051087311453953177e+00,2.041061536033434543e+00,-9.942961785520267881e+00,7.261472198449726578e-01,-1.240018712344740592e+01,-1.446259727838829390e+00,4.791762353772027971e+00,4.887753146265917614e+00,-2.800945400641256811e+01,-7.884517245601724511e+00
-1.052898510703949242e+01,1.462895461085175874e+00,7.852914527418814572e+00,-5.130814209685131466e+00,1.438836027009161000e+01,1.515671813839595039e+01,1.004683861991657778e+01,4.431823973681361828e+00,-4.211592828295788848e+00,-1.372396743438319611e+01,-7.836614657082328073e+00,5.403456713788410859e+00,-6.267130392653446513e+00,-1.316684608140229606e+01,-5.679958958045924433e+00,-1.064733931775665710e+01,4.459843108445474158e+00,-1.544957824421051384e+01,8.864092121145516145e+00
-3.344561723558766797e+00,-7.258694730721668709e-01,5.718902461775794421e+00,-1.199108125239710532e+01,-9.116735015242095841e+00,-1.231391798614006738e+01,-5.429939926706781606e+00,8.166077668581644744e+00,-1.639579171758372667e+01,-6.514576487599877730e+00,-1.755839437240054224e+01,-1.184916928796418034e+01,2.867051085991232817e+00,8.923405366157646235e-01,9.392328299568195593e-01,-1.419022680703217532e+01,-1.324275265932381984e+01,-1.686503666079298824e+01,2.771026620676599439e+00
1.300044594698958633e+01,-6.857746905868484788e-01,1.898091484517522076e+01,7.174743306788706754e-01,-1.970329327977060840e+00,-6.773899207057800798e-01,1.841291182147494210e+00,-1.680655488183204982e+00,-1.703938576295484353e+01,-7.320108777577633674e+00,3.737531615790573802e+00,5.767481383622389934e+00,-2.795796593568571797e+00,1.099831746603438809e+01,6.771740345867852007e+00,-7.420797815563503264e+00,3.426814345913049120e+00,-9.700529210890801446e-01,-8.556315090656221312e-01
5.826552419877071287e+00,-9.001025892361937952e-01,3.715604216938288129e+00,7.672767400869958898e+00,-1.793463964087676743e+01,-1.024886237496778740e+01,4.442991764588209769e+00,-8.012963521470037875e-01,8.168162904553488701e+00,-1.414326726365638187e+01,6.477438537900301441e+00,4.064830538940965354e+00,-4.675786478972406290e-01,1.044793940376261610e+00,3.840668206906578952e+00,3.487784758674069341e+00,3.004215930363509202e+00,8.089611430801033620e+00,1.369528241993726603e+01
1.732311605409944377e+01,-3.676996212463275349e+00,6.999588517355100237e+00,2.015006419141845972e-01,1.459237644804913803e+00,1.241701562184558760e+01,-1.209843546752509802e+01,1.485542976799824189e+01,-5.451354198270014884e+00,2.176928368218235654e+00,-1.939913650134288181e+00,-6.750627027979481554e+00,2.061680758469827124e-01,2.021643492848381030e+01,-7.099326438949266738e+00,-7.872289073541715254e+00,-2.859564402355085022e+00,1.381258719678144153e+01,8.970889035974373371e+00
1.177411888977693799e+01,1.398340950149816964e+00,-3.627602851595668199e-01,-1.066240856065749121e+01,-2.945084966017974537e+00,4.197932825253275269e+00,5.227621338065966405e+00,-7.832124213503207422e+00,2.696176657814291389e+00,-7.388763859298211223e+00,-1.306026684222793000e+00,-1.609402970009680089e+01,-8.733217982583216354e+00,8.319334021568435489e+00,9.617089064618804528e+00,2.128141513481586955e+01,-1.778715412326702960e+01,3.246720184938519083e+01,2.667946900106080577e+01
4.390866789295762018e+00,-6.439142123637805248e+00,-7.743885356827592048e+00,4.818035624035518438e+00,-4.521999419175126711e+00,1.186695126877193474e+01,8.153798989062311264e+00,-5.342439826974337613e+00,-7.075591063663180691e+00,4.048432362553895936e-01,-4.234649482053675307e+00,-5.266976305535968628e+00,3.822333412519913209e-01,2.225565312831114895e+01,5.366253027044433077e-01,3.725419447580789267e+01,3.157697603532322006e+01,2.904706838870334451e+01,1.918822240487954289e+01
1.743934526167792143e+01,2.656809491469999429e+01,-1.208175685681169043e+01,1.035156382076453951e+01,-1.656541556254417014e+00,-1.403467154529979943e+01,9.661434613995874443e+00,6.406534970978698063e+00,-1.482302992081350412e+00,-1.479254635836467457e+01,1.547124466541936094e+01,7.474120862602711135e-01,1.070761944032880564e+01,1.633898715285242176e+01,3.229414962582776161e-01,2.781399062054480709e+01,-4.587759122646216881e+00,8.432655361055287457e+00,1.940656404942071589e+01
4.389931587382988276e+00,-1.409333245465315976e+01,1.266924065636675145e+01,2.213034163296921975e+01,-5.795452489053480427e+00,-6.024382829839438180e+00,-1.108750033066237606e+01,4.223168144862007090e+00,-3.250507112870837378e+00,5.875754135345641949e+00,2.998915905286391403e+00,-1.594276606384271844e+01,6.792285386321202267e+00,8.088027822554032298e+00,-5.535445206383514893e+00,1.830986708408517316e+01,-5.318344608288458453e+00,3.278832666018085717e+01,2.924934460034164374e+01
8.279881767970589834e+00,-5.847360772344590174e+00,-1.008359371342540101e+01,1.441844030265683685e+01,4.167414227155219475e-01,-1.783949787743282656e+01,-1.038864770731491483e+01,-2.428294640289525130e+00,-6.868201164923696922e+00,4.292727107887300164e+00,-1.275918258436142594e+00,-7.226997446342804388e+00,-1.915968044962263805e+00,3.404690949468491823e+01,-4.622699994162386972e+00,1.877023357213763433e+01,2.572919971150672502e+00,1.777183486090933329e+01,1.989782252257406014e+01
-2.965709535347083925e+00,-5.057421045769407542e+00,7.458644997834322332e+00,-1.005358390198691687e+01,1.283569091566125842e+01,3.612770799303512526e+00,-5.434910778714070467e-01,-1.215026163731018727e+01,1.236363751767055241e+01,-5.133951786427212838e+00,9.686547882551581168e+00,1.277036865311508151e+01,-2.428406484077484162e+00,1.326531110778095091e+01,2.062074179621183667e+00,2.159934860802522394e+01,-3.994909297773641565e+00,3.126612916762128336e+01,3.547409166355088672e+01
6.654581585920483766e-01,2.040493414324537369e+01,4.160166303837616653e+00,8.580827380945960314e+00,-1.061852818937799192e+01,-4.281358062250516738e+00,-1.112455098599402392e+00,9.736273734483798847e+00,1.309886360988995513e+01,1.373391411204040402e+01,1.058627652776178252e+01,-1.005976491575332865e+00,1.758826469627039302e+01,1.335574012320924098e+01,-1.335573132667859220e+01,2.171799943466453087e+01,-7.978015820144709558e+00,3.937979596040518171e+00,3.379037369399249968e+01
-6.974238233002768794e+00,-1.320134649977499564e+01,9.177853448957316473e+00,2.565239206575975039e+00,8.625274128373749960e+00,7.555868624128971867e+00,1.931384848509781205e-01,-1.238201752847577097e+01,6.397986004308187979e+00,-8.090724203089090238e-01,4.438277138060659155e+00,2.616611501021782260e+01,-8.681059232271488568e+00,1.315851096393172348e+01,-4.128892355032429684e+00,1.600390748389020601e+01,1.133965894801485064e+01,1.492241715030144711e+01,1.992329740606481536e+01
9.895839345948530763e+00,4.259222979861098324e+00,-5.147120225832185980e+00,-1.152099160869280503e+01,2.152422137541029290e+00,3.165469801355255131e-01,-3.566103604715395115e+00,2.278206249084346524e+01,2.043857881097880735e+01,1.357438334421156023e+00,9.669282122059073004e+00,4.091020597224251709e+00,6.474619777745550309e+00,3.076471674020874758e+01,-5.361041400886301211e+00,1.483918751160171468e+01,-1.498269411629615533e+01,1.522715821697730476e+01,1.788769664147546834e+01
-1.178303623114865673e+01,2.483940650465399358e+00,-7.907299144832107274e+00,2.837952118219704722e+00,3.741264332786607305e+00,-2.130185381362735697e+01,1.858302662506176706e+00,-1.195535062249100733e+01,-1.315569346201657730e+01,-1.561980840190807385e+01,5.562160278301775840e+00,-2.202084753298063191e+00,1.220649417156410621e+01,2.230349367448115316e+01,-2.070744978674124326e+00,3.534271826535178018e+00,-8.916185760119894610e+00,-3.372645071100866421e+00,9.253501666065716336e+00
7.823503424176614374e+00,3.336023046745480780e+00,3.783718380997575625e+00,1.918676697907091366e+01,-3.070886265467124288e-01,-1.660378168903985951e+01,-2.554074556469881330e+01,-1.105239389804631678e+01,-2.109646556071063994e+00,-7.826900536198539982e+00,4.939887991957602198e-01,-9.268614518094233645e+00,-1.098032936281030025e+01,-1.681969801059464231e+01,2.754467410468748767e+00,1.013601042070743041e+01,-6.739143567473439234e+00,1.317650321750595310e+01,-1.299914938394861252e+01
-1.906510575051594714e+00,1.236343162610940283e+01,-2.923416732075132529e+00,1.195864210719171439e+01,-7.174001070186679208e+00,8.241393378073308407e-01,6.580807566602848269e+00,3.417438374911740517e+00,-3.491610508353365727e+00,-6.508892850445413103e+00,9.931619516124781555e+00,-1.171736602819437856e+01,-1.656242205457543637e+00,-1.846287756965379501e+01,-1.396749466174325605e+01,-2.634298301774402162e+01,3.539690615835739074e+00,1.387517019312975286e+01,2.334550046969718018e+00
1.171247093467319544e+01,1.215829359747088567e+01,-1.231028336606278195e+01,-1.013449806236638473e+01,4.448636974155036228e+00,4.657219908344035986e+00,1.471885859701595045e+01,5.491204150886333402e+00,7.093854634069692189e+00,7.820140507100904692e+00,-9.343662816306949281e+00,1.238603197742940365e+00,1.111714747263838987e+01,6.975637930107891904e+00,1.685251781228257784e+01,-2.427805852639653139e+01,1.370700731621778168e+01,-1.256449409695951935e+01,-2.893184702661107366e+01
7.508689887312598898e+00,-4.509568265201174597e+00,1.938525542340346419e+01,1.371721688493822144e-01,5.188392974235189747e+00,-2.216285066191444741e+01,-5.530508502408826743e+00,-9.739615401853876975e+00,-1.260607767986135919e+01,9.636767063927038635e+00,-9.547101973657202478e+00,-5.085847307267830075e+00,-7.256266169479990147e+00,5.066800413460264885e+00,-3.456905409548994834e-01,-6.542454489412383722e+00,-1.147771963617283753e+01,-8.957278875013345854e+00,-4.720497730862589059e+00
1.820646157646801910e+01,1.940174494939909344e+00,-7.914081659625453291e+00,4.916744303068466770e+00,-8.004693432129622366e+00,-8.347785118705903784e-01,2.023559946964076151e+00,1.692428410239190129e+01,6.674324897852765837e+00,-5.701893147685235697e+00,4.960384380127382364e+00,-3.484585115582883308e+00,1.512438204402331232e+00,-1.600269390092196886e+01,5.724053283324121111e+00,-2.484646661369402665e+01,-1.080542701510069092e-01,-1.190638186241983476e+01,-2.281423942763070301e+01
7.307746911386448829e+00,-1.864102032152144162e+01,-9.936327119850144385e+00,-1.729903601639146515e+01,-1.338514548712505992e+01,-1.017401766941914687e+01,1.680669118134580486e+01,3.297300701192146022e+00,-1.442953868702474374e+01,1.703312504334523858e+00,-6.785165515081229337e+00,1.603734033351101873e+00,-1.394552772045641653e+01,-2.216644232841403550e+01,9.406213056275017692e+00,-2.341389997432804293e+01,-1.746464213927417930e+01,-2.969330987169996661e+01,-3.351712702123104037e+01
-1.572040255653240770e+01,9.909300852192908238e-01,-2.421357681793776084e+00,-1.695437763689586319e+01,8.530796017573780698e-01,-1.110214130724422255e+01,3.346383637316260873e-01,-2.479062729367397022e+00,7.478624314993250088e+00,8.567633877597884862e+00,8.216859925177459445e+00,-7.081112182807641098e+00,-4.005678596991618434e+00,-2.550383266903220658e+01,1.830231507755777542e+01,-2.952431575290137644e+01,-8.845678283129627673e+00,-3.126903681795717205e+01,-2.441460623873724245e+01
-6.695317289820084117e-01,-7.939894278319190590e+00,1.252858569157914026e+01,1.546278441086613276e+00,7.547208439553558357e+00,-6.550131587666006894e+00,3.054259687800172873e+00,3.860034981767319628e+00,1.154899388062895405e+01,-3.399672686424243917e+00,2.506607486998809531e+00,8.364375011254550074e+00,1.398425851218143912e+01,-2.692330330617583556e+01,1.631142217179724963e+00,-3.921733121403273969e+01,-1.765282792311824389e+00,-2.120248032413807948e+01,-1.535687788178332625e+01
-1.172007192594815983e+01,-1.863824259605165068e+00,-2.166735043123616578e+01,1.676750499340186051e+00,1.005090050142526081e+01,1.235190585073391745e+00,1.841701526903278463e+01,1.210676562252025512e+01,-1.131923060533548409e+01,-1.462166329156271161e+01,2.070381275234165486e+01,2.535999263396783387e+00,-1.240181095954665480e+01,-3.557761571572334702e+01,-9.027579005645204546e+00,-2.019850589995417778e+01,2.333222521934991800e+00,-8.401057597988346615e+00,-1.144659683973140929e+01
-5.182798423662746679e+00,-1.685371864816695009e+01,1.169883614575449293e+01,-1.838818933462752270e+01,1.203323223327019242e+01,-7.065452535959063418e+00,2.036428245392915315e+01,1.609229437836521370e+01,-3.671614811549584800e+00,7.108871809765502370e+00,-9.879578812601167215e+00,-6.133443840282764015e+00,-1.631434489465669557e+01,-1.180655045804883585e+01,-1.257643007534283441e+01,-1.908163569603111043e+01,-2.298074866541240269e+01,-9.973867090098540444e+00,-8.921324960074803911e+00
1.511228433276721717e+01,4.048722867190754471e+00,-9.114735014563031257e+00,3.879735257076260879e+00,3.713908341209787523e+00,-1.986143681567045149e+01,-1.060765392547917685e+01,1.928636476311112569e+00,1.190233653878197728e+01,4.248707838966661932e+00,9.318784397738969716e+00,2.104611434070754683e+00,-3.575833415356406975e-01,-2.528620758065966712e+01,4.531665837377119033e+00,1.228594388620131994e+01,-1.334760805282291152e+01,-3.083219796881629904e+01,-2.334016042698105409e+01
6.375338108976960960e+00,-1.696568695575608032e+01,2.645252401082543336e+00,1.086962703498417149e+01,-2.632126798285531866e+00,1.156328942774108137e+00,-4.114932443027371711e+00,-1.274081617052656945e+01,1.391880097283116058e+01,2.910732447740336681e+00,-4.952392020697311992e+00,-2.309327910088637026e+01,5.341327663854709584e+00,-4.158479329824444903e+00,-3.489531509773918572e+00,-9.694873154179838082e+00,5.371877414389561345e+00,1.320723878551509411e+00,-2.038840702759079804e+01
-6.989304285787463655e+00,1.482846067915864374e+00,-6.760069617238005257e+00,-2.183016688545120321e+00,-2.154491466874676811e-02,-3.506969365397494709e+00,8.935891322657049329e+00,-1.258496683787510761e+01,-1.427661293722319691e+01,9.596126409513320965e+00,2.929859638204332928e+00,3.696174950199112352e+00,-4.867122831343482225e+00,-4.533174798313335252e+00,1.638188224361490342e+01,8.254893393658683465e+00,7.008036697501191625e+00,6.761768545592645729e+00,-7.841690832798632549e+00
-1.013717366440399026e+01,-1.226505593022549512e+01,1.991916854002006332e+01,5.981178619117832884e-01,-1.243176774995626488e+01,-9.382855649436498524e+00,4.971149760238293247e+00,-1.414922088087518759e+01,3.766129222490183892e+00,1.041873196726423068e+01,7.283245506445572559e+00,3.528810640434639545e+00,-3.055747587289368461e+00,1.217628669118137985e+01,-7.147629447288650795e+00,4.358117710097014208e-01,-6.608764744490089882e+00,-2.724706800622763581e+01,1.354334083868724281e-01
